id,url,name,type,language,genres,status,premiered,ended,summary,rating_average,schedule_time,schedule_days,premier_year,rating_category,summary_word_count,show_duration_years
15,https://www.tvmaze.com/shows/15/constantine,Constantine,Scripted,English,"['Drama', 'Action', 'Horror']",Ended,2014-10-24,2015-02-13,"Based on the wildly popular comic book series ""Hellblazer"" from DC Comics, seasoned demon hunter and master of the occult John Constantine is armed with a ferocious knowledge of the dark arts and a wickedly naughty wit. He fights the good fight - or at least he did. With his soul already damned to hell, he's decided to abandon his campaign against evil until a series of events thrusts him back into the fray, and he'll do whatever it takes to protect the innocent. With the balance of good and evil on the line‎, Constantine will use his skills to travel the country, find the supernatural terrors that threaten our world and send them back where they belong. After that, who knows... maybe there's hope for him and his soul after all.",7.5,,Friday,2014,Good,132,1.0
16,https://www.tvmaze.com/shows/16/penny-dreadful,Penny Dreadful,Scripted,English,"['Horror', 'Thriller', 'Supernatural']",Ended,2014-05-11,2016-06-19,"Some of literature's most terrifying characters, including Dr. Frankenstein and his monster, Dorian Gray, and iconic figures from the novel Dracula are lurking in the darkest corners of Victorian London. They are joined by a core of original characters in a complex, frightening new narrative. Penny Dreadful is a psychological thriller filled with dark mystery and suspense, where personal demons from the past can be stronger than vampires, evil spirits and immortal beasts.",8.2,21:00,Sunday,2014,Excellent,73,2.0
18,https://www.tvmaze.com/shows/18/the-amazing-race,The Amazing Race,Reality,English,"['Action', 'Adventure', 'Family']",Running,2001-09-05,,"From athletes and actors to tattoo artists, social workers and musicians - a diverse mix of teams will need to utilize their street smarts and savvy know-how to compete in the race of their lifetime.",6.8,21:30,Wednesday,2001,Good,35,25.0
19,https://www.tvmaze.com/shows/19/supernatural,Supernatural,Scripted,English,"['Drama', 'Action', 'Supernatural']",Ended,2005-09-13,2020-11-19,"This haunting series follows the Winchester brothers as they crisscross the lonely and mysterious back roads of the country in their '67 Chevy Impala, hunting down every evil supernatural force they encounter along the way.",8.4,20:00,Thursday,2005,Excellent,35,15.0
20,https://www.tvmaze.com/shows/20/the-strain,The Strain,Scripted,English,"['Drama', 'Horror', 'Thriller']",Ended,2014-07-13,2017-09-17,"The Strain is a high-concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism. As the strain spreads, Goodweather, his team, and an assembly of everyday New Yorkers wage war for the fate of humanity itself.",7.5,22:00,Sunday,2014,Good,73,3.0
21,https://www.tvmaze.com/shows/21/the-last-ship,The Last Ship,Scripted,English,"['Drama', 'Action', 'Thriller']",Ended,2014-06-22,2018-11-11,"Their mission is simple: Find a cure. Stop the virus. Save the world. When a global pandemic wipes out eighty percent of the planet's population, the crew of a lone and unaffected Navy destroyer, the USS Nathan James, must find a way to pull humanity from the brink of extinction.",7.6,21:00,Sunday,2014,Good,50,4.0
22,https://www.tvmaze.com/shows/22/true-blood,True Blood,Scripted,English,"['Drama', 'Romance', 'Supernatural']",Ended,2008-09-07,2014-08-24,"True Blood is a horror/drama based on a series of novels called The Southern American Vampires Mysteries. It focuses on Sookie Stackhouse and her various encounters with vampires and other supernatural beings. The show is centred in the small town of Bon Temps in Louisiana. The show focuses heavily on the co-existence of humans with vampires. The show also touches on several other controversial issues involving equal rights, violence, discrimination and religion.",7.9,21:00,Sunday,2008,Good,72,6.0
23,https://www.tvmaze.com/shows/23/once-upon-a-time-in-wonderland,Once Upon a Time in Wonderland,Scripted,English,"['Drama', 'Adventure', 'Fantasy']",Ended,2013-10-10,2014-04-03,"In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole. An invisible cat, a hookah smoking caterpillar and playing-cards that talk are just some of the fantastic things she's seen during this impossible adventure. Surely this troubled girl must be insane, and her doctors aim to cure her with a treatment that will make her forget everything. Alice seems ready to put it all behind her, especially the painful memory of the genie she fell in love with and lost forever -- the handsome and mysterious Cyrus . But deep down Alice knows this world is real, and just in the nick of time the sardonic Knave of Hearts and the irrepressible White Rabbit arrive to save her from a doomed fate. Together the trio will take a tumble down the rabbit hole to this Wonderland where nothing is impossible.",6.8,20:00,Thursday,2013,Good,156,1.0
24,https://www.tvmaze.com/shows/24/hawaii-five-0,Hawaii Five-0,Scripted,English,"['Drama', 'Action', 'Crime']",Ended,2010-09-20,2020-04-03,"Hawaii Five-0 is a contemporary take on the classic series about a new elite federalized task force whose mission is to wipe out the crime that washes up on the Islands' sun-drenched beaches. Detective Steve McGarrett, a decorated Naval officer-turned-cop, returned to Oahu to investigate his father's murder and stayed after Hawaii's former governor persuaded him to head up the new team: his rules, no red tape and full blanket authority to hunt down the biggest ""game"" in town. Joining McGarrett is Detective Danny ""Danno"" Williams, a relocated ex-New Jersey cop - a working man in paradise who prefers skyscrapers to the coastline - but who's committed to keeping the Islands safe for his young daughter; Chin Ho Kelly, an ex-Honolulu police detective and former protégé of McGarrett's father who was wrongly accused of corruption; Dr. Max Bergman, the quirky coroner; Chin's cousin, Kono Kalakaua, a beautiful and fearless native; and Captain Lou Grover, who formerly headed Hawaii's SWAT unit. Joining them is Jerry Ortega, a former classmate of Chin's and the Island's local conspiracy theorist. The state's brash FIVE-0 unit, who may spar and jest among themselves, remain determined to eliminate the seedy elements from the 50th state.",7.7,21:00,Friday,2010,Good,199,10.0
25,https://www.tvmaze.com/shows/25/hellsing,Hellsing,Animation,Japanese,"['Anime', 'Horror', 'Supernatural']",Ended,2001-10-10,2002-01-16,Hellsing is a 13-part anime based on the manga of the same name. The plot is significantly difficult to that of the the manga although the characters are the same. The show mainly focuses on the hellsing institute that houses the anti-hero named Alucard who swore loyalty to the Helsing family many years before. Alucard being the first ever vampire takes on a new apprentice named Sera's.,7.3,,Wednesday,2001,Good,67,1.0
26,https://www.tvmaze.com/shows/26/hellsing-ultimate,Hellsing Ultimate,Animation,Japanese,"['Drama', 'Action', 'Anime', 'Horror']",Ended,2006-02-10,2012-12-26,"Hellsing Ultimate, unlike the 13-part Hellsing series, follows the manga of the same name very closely. Alucard being the main protagonist and anti-hero/vampire. Hellsing Ultimate is a 10-part series of OVAs whereby Alucard turns Sera's into a vampire. The main focus of the plot being on an enemy neo-nazi group.",7.3,12:00,Wednesday,2006,Good,50,6.0
27,https://www.tvmaze.com/shows/27/berserk,Berserk,Animation,Japanese,"['Anime', 'Fantasy', 'Horror']",Ended,1997-10-07,1998-03-31,Berserk is a 25-part anime set in a dark fantasy/horror environment whereby the series focuses on the main character guts; a lone swordman who later meets up with a group of mercenaries called the band of the hawk. The leader of this band holds a strange necklace called a behelit that will only lead to evil.,8.0,,Tuesday,1997,Excellent,56,1.0
28,https://www.tvmaze.com/shows/28/californication,Californication,Scripted,English,"['Drama', 'Comedy']",Ended,2007-08-13,2014-06-29,Californication is a series based around the writer Hank Moody. He moves to California and suffers a writers block as well as many other family and personal issues. His drinking and generally unhealthy lifestyle interrupts his relationships with his long term lover Karen and his daughter Becca as he struggles with his manager Charlie Runkle.,7.8,21:30,Sunday,2007,Good,55,7.0
29,https://www.tvmaze.com/shows/29/vikings,Vikings,Scripted,English,"['Drama', 'Action', 'History']",Ended,2013-03-03,2021-03-05,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean.",8.6,21:00,Friday,2013,Excellent,31,8.0
30,https://www.tvmaze.com/shows/30/american-horror-story,American Horror Story,Scripted,English,"['Drama', 'Horror', 'Thriller']",Running,2011-10-05,,"American Horror Story is an horror television anthology series. Each season is conceived as a self-contained miniseries, following a disparate set of characters and settings, and a storyline with its own beginning, middle, and end. While some actors appear for more than one year, they play completely different roles in each season.",7.5,22:00,Wednesday,2011,Good,52,15.0
31,https://www.tvmaze.com/shows/31/marvels-agents-of-shield,Marvel's Agents of S.H.I.E.L.D.,Scripted,English,"['Action', 'Adventure', 'Science-Fiction']",Ended,2013-09-24,2020-08-12,"Phil Coulson heads an elite team of fellow agents with the worldwide law-enforcement organization known as S.H.I.E.L.D. (Strategic Homeland Intervention Enforcement and Logistics Division), as they investigate strange occurrences around the globe. Its members -- each of whom brings a specialty to the group -- work with Coulson to protect those who cannot protect themselves from extraordinary and inconceivable threats.",8.0,22:00,Wednesday,2013,Excellent,60,7.0
32,https://www.tvmaze.com/shows/32/fargo,Fargo,Scripted,English,"['Drama', 'Comedy', 'Crime']",To Be Determined,2014-04-15,,"Fargo is a seasonal anthology crime drama with some dark comical elements, inspired by the film Fargo written by the Coen brothers. Each season follows a new case and new characters, all entrenched in the trademark humor, murder and ""Minnesota nice"" that has made the film an enduring classic.",8.7,22:00,Tuesday,2014,Excellent,49,12.0
33,https://www.tvmaze.com/shows/33/hemlock-grove,Hemlock Grove,Scripted,English,"['Drama', 'Horror', 'Thriller']",Ended,2013-04-19,2015-10-23,"Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight.",6.9,,,2013,Good,24,2.0
34,https://www.tvmaze.com/shows/34/helix,Helix,Scripted,English,"['Horror', 'Science-Fiction', 'Thriller']",Ended,2014-01-10,2015-04-10,Helix is a science fiction thriller that focuses on a CDC expedition into the arctic. They go there to investigate the potential outbreak of a disease with no idea what they are getting themselves into. They encounter an almost zombie-like threat that could threaten mankind itself whilst the operator of the facility seems to know more than what he is saying.,6.4,22:00,Friday,2014,Good,61,1.0
35,https://www.tvmaze.com/shows/35/the-killing,The Killing,Scripted,English,"['Drama', 'Crime', 'Thriller']",Ended,2011-04-03,2014-08-01,"The Killing follows Seattle homicide detectives Stephen Holder and Sarah Linden and their work as detectives investigating murders. Sarah Linden takes cases very seriously and has issues keeping her work and family separate, as she pairs up with recovering addict Stephen Holder to solve dark murders.",8.2,21:00,Friday,2011,Excellent,46,3.0
37,https://www.tvmaze.com/shows/37/intruders,Intruders,Scripted,English,"['Drama', 'Fantasy', 'Thriller']",Ended,2014-08-23,2014-10-11,"A contemporary, chilling, paranormal tale set in the moody Pacific Northwest, the series spins a fascinating and complex web of drama. As strange, apparently unrelated events start happening, multiple story-lines - a missing wife, an assassin covering his crimes, a child on the run - begin to intertwine to reveal a conspiracy that will forever change our understanding of human nature.",7.1,22:00,Saturday,2014,Good,61,0.0
38,https://www.tvmaze.com/shows/38/z-nation,Z Nation,Scripted,English,"['Action', 'Horror', 'Science-Fiction']",Ended,2014-09-12,2018-12-28,"Z Nation starts three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood. Although the antibodies he carries are the world's last, best hope for a vaccine, he hides a dark secret that threatens them all. With humankind's survival at stake, the ragtag band embarks on a journey of survival across three thousand miles of rusted-out post-apocalyptic America.",7.2,21:00,Friday,2014,Good,87,4.0
39,https://www.tvmaze.com/shows/39/resurrection,Resurrection,Scripted,English,"['Drama', 'Science-Fiction', 'Mystery']",Ended,2014-03-09,2015-01-25,"The people of Arcadia, Missouri are forever changed when their deceased loved ones suddenly start to reappear. An 8-year-old American boy wakes up alone in a rice paddy in a rural Chinese province with no idea how he got there. Details start to emerge when the boy, who calls himself Jacob, recalls that his hometown is Arcadia, and an Immigration agent, J. Martin Bellamy, takes him there. The home he claims as his own is occupied by a 60-year-old couple, Henry and Lucille Langston, who lost their son, Jacob, more than 30 years ago. While they look different, young Jacob recognizes them as his parents. Lucille is overjoyed at the seeming miracle of her son's reappearance. Henry is reluctant to accept that Jacob is back. Those closest to the family want answers, including Sheriff Fred Langston, whose wife Barbara drowned 30 years ago while trying to save Jacob, and Fred's daughter, Maggie, a local doctor. Pastor Tom Hale seeks a spiritual reason for what's happening in his community. When things take an even more shocking turn, Maggie's life-long friend, Elaine Richards, finds herself drawn into Arcadia's growing mystery. Bellamy, an outsider in the town, joins forces with Maggie to figure out why the unexplainable is happening in Arcadia. As their investigation plays out, Maggie learns some unsettling truths about her own past. Will they be able to solve the mystery of Arcadia before the rest of the world catches on to events there? And will they be able to protect Jacob from forces beyond their control?",7.1,21:00,Sunday,2014,Good,256,1.0
40,https://www.tvmaze.com/shows/40/death-note,Death Note,Animation,Japanese,"['Anime', 'Fantasy', 'Thriller']",Ended,2006-10-03,2007-06-26,Death Note is an anime series based around a manga of the same name whereby a human finds a death god's notebook. Any person's name written in this notebook will die. The main character who finds this noteboook is Light Yagami who faces off against an unfaced character named L who tries to challenge him.,8.8,13:00,Tuesday,2006,Excellent,55,1.0
41,https://www.tvmaze.com/shows/41/last-man-standing,Last Man Standing,Scripted,English,"['Comedy', 'Family']",Ended,2011-10-11,2021-05-20,"Last Man Standing follows Mike Baxter, a married father of three girls, who tries to maintain his manliness, despite being surrounded by women.",7.8,21:30,Thursday,2011,Good,23,10.0
42,https://www.tvmaze.com/shows/42/sleepy-hollow,Sleepy Hollow,Scripted,English,"['Drama', 'Mystery', 'Supernatural']",Ended,2013-09-16,2017-03-31,"Sleepy Hollow is a thrilling mystery-adventure drama series spanning two and a half centuries, in which a resurrected Ichabod Crane pairs up with a present-day police lieutenant to save the enigmatic town of Sleepy Hollow--and the world--from unprecedented evil.",7.5,21:00,Friday,2013,Good,39,4.0
43,https://www.tvmaze.com/shows/43/outlander,Outlander,Scripted,English,"['Adventure', 'Romance', 'Science-Fiction']",Ended,2014-08-09,2026-05-15,"Outlander follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.The Outlander series, adapted from Diana Gabaldon's international best-selling books, spans the genres of romance, science fiction, history and adventure into one epic tale.",7.9,20:00,Friday,2014,Good,91,12.0
44,https://www.tvmaze.com/shows/44/scorpion,Scorpion,Scripted,English,"['Drama', 'Action', 'Thriller']",Ended,2014-09-22,2018-04-16,"Scorpion, inspired by a true story, is a high-octane drama about eccentric genius Walter O'Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security's new think tank, O'Brien's ""Scorpion"" team includes Toby Curtis an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru. Pooling their extensive technological knowledge to solve mind-boggling predicaments amazes federal agent Cabe Gallo, who shares a harrowing history with O'Brien. However, while this socially awkward group is comfortable with each other's humor and quirks, life outside their circle confounds them, so they rely on Paige Dineen, who has a young, gifted son, to translate the world for them. At last, these nerdy masterminds have found the perfect job: a place where they can apply their exceptional brainpower to solve the nation's crises, while also helping each other learn how to fit in.",7.3,22:00,Monday,2014,Good,159,4.0
45,https://www.tvmaze.com/shows/45/ncis-new-orleans,NCIS: New Orleans,Scripted,English,"['Drama', 'Crime']",Ended,2014-09-23,2021-05-23,"NCIS: New Orleans is a drama about the local field office that investigates criminal cases involving military personnel in The Big Easy, a city known for its music, entertainment and decadence. Leading the team is Special Agent Dwayne Pride, a.k.a. ""King,"" a native of New Orleans who is driven by his need to do what is right. Working with Pride is Special Agent Christopher LaSalle, who plays hard but works harder and former ATF agent Sonja Percy, who is still adjusting to the team after years of solo undercover assignments. Supporting them is coroner Dr. Loretta Wade, who is as eccentric as she is smart; her brilliant, quirky Forensic Scientist, Sebastian Lund; and Investigative Computer Specialist Patton Plame, an animated and talented hacker. New to the team is Special Agent Tammy Gregorio, a tough, acerbic FBI agent with a mysterious past in New Orleans, who is sent from D.C. to investigate the NCIS team, but also work with Pride when high-risk cases threaten the city. This colorful city that harbors a dark side is a magnet for service personnel on leave, and when overindulgence is followed by trouble, Pride's team is at its best",7.5,22:00,Sunday,2014,Good,194,7.0
46,https://www.tvmaze.com/shows/46/forever,Forever,Scripted,English,"['Drama', 'Crime', 'Supernatural']",Ended,2014-09-22,2015-05-05,"Doctor Henry Morgan, New York City's star medical examiner, has a secret. He doesn't just study the dead to solve criminal cases, he does it to solve the mystery that has eluded him for 200 years - the answer to his own inexplicable immortality. This long life has given Henry remarkable observation skills which impresses his new partner, Detective Jo Martinez. Each week, a new case and their budding friendship will reveal layers of Henry's long and colorful past. Only his best friend and confidant, Abe knows Henry's secret.",8.1,22:00,Monday,2014,Excellent,89,1.0
47,https://www.tvmaze.com/shows/47/witches-of-east-end,Witches of East End,Scripted,English,"['Drama', 'Fantasy', 'Romance']",Ended,2013-10-06,2014-10-05,"Based on Melissa de la Cruz's best-selling novel, Witches of East End centers on the mysterious Beauchamp family who live in the secluded seaside town of East End. Free-spirited artist Joanna Beauchamp is the mother of wild-child bartender Freya and shy librarian Ingrid, who are both gifted -- and cursed -- with a magic birthright, of which they are unaware. Freya notices bizarre occurrences in her life when she inexplicably finds herself drawn to the troubled brother of her wealthy fiance. But it isn't until Joanna's estranged sister appears with a warning that could change the family's fate that the matriarch must reveal to her daughters that they are immortal witches with untapped powers, a revelation that turns their small-town life upside down.",7.5,21:00,Sunday,2013,Good,123,1.0
48,https://www.tvmaze.com/shows/48/madam-secretary,Madam Secretary,Scripted,English,['Drama'],Ended,2014-09-21,2019-12-08,"Madam Secretary follows Elizabeth McCord, the shrewd, determined, newly appointed Secretary of State who drives international diplomacy, battles office politics and circumvents protocol as she negotiates global and domestic issues, both at the White House and at home. A college professor and a brilliant former CIA analyst who left for ethical reasons, Elizabeth returns to public life at the request of the President following the suspicious death of her predecessor. The President values her apolitical leanings, her deep knowledge of the Middle East, her flair for languages and her ability to not just think outside the box, but to not even acknowledge there is a box.",7.7,22:00,Sunday,2014,Good,106,5.0
49,https://www.tvmaze.com/shows/49/brooklyn-nine-nine,Brooklyn Nine-Nine,Scripted,English,"['Comedy', 'Action', 'Crime']",Ended,2013-09-17,2021-09-16,"Brooklyn Nine-Nine is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, Brooklyn Nine-Nine is not really about the job – it's about the men and women behind the badge.",8.1,20:00,Thursday,2013,Excellent,41,8.0
50,https://www.tvmaze.com/shows/50/the-lottery,The Lottery,Scripted,English,"['Drama', 'Science-Fiction', 'Thriller']",Ended,2014-07-20,2014-09-28,"Set within a dystopian future driven by a global fertility crisis, The Lottery reveals a world staring down the barrel of impending extinction as women have mysteriously stopped bearing children. After years of research, Dr. Alison Lennon and her team remarkably fertilize 100 embryos. However, her victory is short-lived when the Director of the U.S. Fertility Commission, Darius Hayes, takes government control of the lab and informs the President of the monumental scientific breakthrough. To determine which women will carry the prized embryos to term, Chief of Staff Vanessa Keller convinces the President to hold a national lottery and a battle over the control of the 100 embryos begins.",6.5,22:00,Sunday,2014,Good,109,0.0
51,https://www.tvmaze.com/shows/51/the-knick,The Knick,Scripted,English,"['Drama', 'Medical']",Ended,2014-08-08,2015-12-18,"New York City, 1900: The Knickerbocker Hospital is home to groundbreaking surgeons, nurses and staff who push the boundaries of medicine in a time of astonishingly high mortality rates and zero antibiotics. The newly appointed leader of the surgery staff is the brilliant, arrogant renegade Dr. John Thackery, whose addiction to cocaine and opium is trumped only by his ambition for medical discovery and renown among his peers. Into the all-white staff and patient hospital comes the equally gifted Harvard graduate Dr. Algernon Edwards, who must fight for respect while trying to navigate the racially charged city. Trying to maintain its reputation for quality care while realizing a profit, the Knickerbocker makes an effort to attract wealthy clientele, while literally struggling to keep the lights on.",8.3,22:00,Friday,2014,Excellent,126,1.0
52,https://www.tvmaze.com/shows/52/how-to-get-away-with-murder,How to Get Away with Murder,Scripted,English,"['Drama', 'Thriller', 'Legal']",Ended,2014-09-25,2020-05-14,"The brilliant, charismatic and seductive Professor Annalise Keating gets entangled with four law students from her class, How to Get Away with Murder. Little do they know that they will have to apply what they learned to real life, in this masterful, sexy, suspense-driven legal thriller.",7.5,22:00,Thursday,2014,Good,46,6.0
