InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
580502,22422,TOOTHPASTE TUBE PEN,12,12/4/2011 13:15,0.12,16931.0,United Kingdom
574714,21790,VINTAGE SNAP CARDS,3,11/6/2011 14:29,0.85,15427.0,United Kingdom
569521,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1,10/4/2011 14:33,0.39,16474.0,United Kingdom
566451,23129,HEART SHAPED HOLLY WREATH,2,9/12/2011 16:14,4.15,18069.0,United Kingdom
564729,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,8/28/2011 12:44,0.55,13137.0,United Kingdom
576677,23581,JUMBO BAG PAISLEY PARK,6,11/16/2011 12:03,2.08,16393.0,United Kingdom
548616,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24,4/1/2011 11:48,0.29,18263.0,United Kingdom
554073,22418,10 COLOUR SPACEBOY PEN,24,5/22/2011 11:26,0.85,17007.0,United Kingdom
545227,21932,SCANDINAVIAN PAISLEY PICNIC BAG,5,3/1/2011 9:35,2.95,12428.0,Finland
578016,22077,6 RIBBONS RUSTIC CHARM,6,11/22/2011 13:02,1.95,14506.0,United Kingdom
C567902,22382,LUNCH BAG SPACEBOY DESIGN ,-1,9/22/2011 16:29,1.65,15555.0,United Kingdom
553505,23080,RED METAL BOX TOP SECRET,2,5/17/2011 13:27,8.25,12949.0,United Kingdom
540907,20711,JUMBO BAG TOYS ,10,1/12/2011 11:52,1.95,13488.0,United Kingdom
537362,22630,DOLLY GIRL LUNCH BOX,1,12/6/2010 12:34,1.95,17596.0,United Kingdom
575846,22745,POPPY'S PLAYHOUSE BEDROOM ,2,11/11/2011 12:07,2.1,17364.0,United Kingdom
537176,22553,PLASTERS IN TIN SKULLS,4,12/5/2010 13:26,1.65,16411.0,United Kingdom
548655,22423,REGENCY CAKESTAND 3 TIER,1,4/1/2011 13:47,12.75,15605.0,United Kingdom
563555,23335,EGG FRYING PAN IVORY ,1,8/17/2011 13:21,2.08,16755.0,United Kingdom
568895,21901,"KEY FOB , BACK DOOR ",5,9/29/2011 13:11,0.65,15356.0,United Kingdom
568645,23108,SET OF 10 LED DOLLY LIGHTS,2,9/28/2011 11:38,6.25,12656.0,France
541241,21389,IVORY HANGING DECORATION  BIRD,4,1/16/2011 11:08,0.85,13782.0,United Kingdom
552269,22917,HERB MARKER ROSEMARY,1,5/8/2011 11:52,0.65,16121.0,United Kingdom
539728,85177,BASKET OF FLOWERS SEWING KIT,12,12/21/2010 14:26,0.85,16270.0,United Kingdom
543367,85049C,ROMANTIC PINKS RIBBONS ,12,2/7/2011 14:33,1.25,18225.0,United Kingdom
547805,22325,MOBILE VINTAGE HEARTS ,3,3/25/2011 13:35,4.95,13327.0,United Kingdom
547962,21843,RED RETROSPOT CAKE STAND,1,3/28/2011 15:38,10.95,12957.0,United Kingdom
544277,17038,PORCELAIN BUDAH INCENSE HOLDER,100,2/17/2011 11:58,0.1,13718.0,United Kingdom
567505,22617,BAKING SET SPACEBOY DESIGN,3,9/20/2011 14:34,4.95,12352.0,Norway
549056,22699,ROSES REGENCY TEACUP AND SAUCER ,4,4/6/2011 10:40,2.95,15917.0,United Kingdom
540458,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,1/7/2011 12:28,2.1,12501.0,Germany
558628,23290,SPACEBOY CHILDRENS BOWL,8,6/30/2011 17:59,1.25,12626.0,Germany
569714,21934,SKULL SHOULDER BAG,1,10/5/2011 17:28,1.65,18033.0,United Kingdom
543107,22261,FELT EGG COSY WHITE RABBIT ,12,2/3/2011 12:27,0.85,13800.0,United Kingdom
542591,84078A,SET/4 WHITE RETRO STORAGE CUBES ,3,1/28/2011 16:42,39.95,13089.0,United Kingdom
567184,23247,BISCUIT TIN 50'S CHRISTMAS,2,9/18/2011 15:41,2.89,16033.0,United Kingdom
567475,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,9/20/2011 13:11,2.55,16360.0,United Kingdom
556879,22560,TRADITIONAL MODELLING CLAY,1,6/15/2011 12:07,1.25,16461.0,United Kingdom
551533,20674,GREEN POLKADOT BOWL,2,5/1/2011 14:58,1.25,15407.0,United Kingdom
557572,21499,BLUE POLKADOT WRAP,100,6/21/2011 10:55,0.42,15061.0,United Kingdom
578151,23495,SET OF 3 PANTRY WOODEN SPOONS,12,11/23/2011 11:18,1.25,16020.0,United Kingdom
542887,21931,JUMBO STORAGE BAG SUKI,20,2/1/2011 13:10,1.95,12373.0,Austria
C557648,22197,POPCORN HOLDER,-3,6/21/2011 17:14,0.72,17677.0,United Kingdom
562688,22210,WOOD STAMP SET BEST WISHES,4,8/8/2011 13:53,0.83,13869.0,United Kingdom
554096,21747,SMALL SKULL WINDMILL,24,5/22/2011 12:51,1.25,14921.0,United Kingdom
578926,22940,FELTCRAFT CHRISTMAS FAIRY,1,11/27/2011 12:24,4.25,18156.0,United Kingdom
568165,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,9/25/2011 12:42,2.95,17131.0,United Kingdom
578707,84510A,SET OF 4 ENGLISH ROSE COASTERS,2,11/25/2011 11:20,1.25,17870.0,United Kingdom
567912,23322,LARGE WHITE HEART OF WICKER,1,9/22/2011 17:07,2.95,15555.0,United Kingdom
554917,22855,FINE WICKER HEART ,12,5/27/2011 12:29,1.25,15104.0,United Kingdom
574677,22798,ANTIQUE GLASS DRESSING TABLE POT,2,11/6/2011 12:32,2.95,16445.0,United Kingdom
575324,21533,RETROSPOT LARGE MILK JUG,9,11/9/2011 13:45,4.95,14240.0,United Kingdom
546678,22312,OFFICE MUG WARMER POLKADOT,6,3/15/2011 16:39,2.95,12681.0,France
545701,22633,HAND WARMER UNION JACK,4,3/6/2011 15:17,2.1,17107.0,United Kingdom
561025,22412,METAL SIGN NEIGHBOURHOOD WITCH ,1,7/24/2011 10:37,2.1,16241.0,United Kingdom
547772,84916,HAND TOWEL PALE BLUE W FLOWERS,2,3/25/2011 11:34,5.95,17979.0,United Kingdom
547920,84978,HANGING HEART JAR T-LIGHT HOLDER,3,3/28/2011 12:52,1.25,14730.0,United Kingdom
539044,22878,NUMBER TILE COTTAGE GARDEN No,10,12/15/2010 15:47,2.1,15727.0,United Kingdom
580974,21507,ELEPHANT BIRTHDAY CARD ,12,12/6/2011 15:17,0.42,14293.0,United Kingdom
536846,22502,PICNIC BASKET WICKER SMALL,1,12/2/2010 19:59,5.95,14573.0,United Kingdom
564342,22570,FELTCRAFT CUSHION RABBIT,1,8/24/2011 14:53,3.75,16340.0,United Kingdom
561713,22966,GINGERBREAD MAN COOKIE CUTTER,78,7/29/2011 11:56,1.25,12901.0,United Kingdom
542617,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,1/30/2011 15:48,4.25,17463.0,United Kingdom
546531,22270,HAPPY EASTER HANGING DECORATION,4,3/14/2011 13:35,3.75,15738.0,United Kingdom
548868,22509,SEWING BOX RETROSPOT DESIGN ,1,4/4/2011 14:28,16.95,13015.0,United Kingdom
568589,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,9/28/2011 10:27,4.25,17405.0,United Kingdom
569327,22548,HEADS AND TAILS SPORTING FUN,12,10/3/2011 12:47,1.25,15091.0,United Kingdom
567526,22625,RED KITCHEN SCALES,48,9/21/2011 9:06,7.65,12435.0,Denmark
567853,22970,LONDON BUS COFFEE MUG,6,9/22/2011 13:31,2.55,15484.0,United Kingdom
564355,47566,PARTY BUNTING,4,8/24/2011 15:12,4.95,13507.0,United Kingdom
568301,21232,STRAWBERRY CERAMIC TRINKET BOX,1,9/26/2011 12:45,1.25,16383.0,United Kingdom
573380,23329,DECORATIVE WICKER HEART LARGE,2,10/30/2011 14:04,1.65,14572.0,United Kingdom
563730,22297,HEART IVORY TRELLIS SMALL,24,8/18/2011 17:43,1.25,14221.0,United Kingdom
566213,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,18,9/9/2011 15:09,2.95,14895.0,United Kingdom
560239,21442,GREEN BIRDHOUSE DECORATION,12,7/17/2011 11:50,0.85,13507.0,United Kingdom
567166,82582,AREA PATROLLED METAL SIGN,12,9/18/2011 12:15,2.1,13078.0,United Kingdom
540839,22241,GARLAND WOODEN HAPPY EASTER,3,1/11/2011 15:42,1.25,16791.0,United Kingdom
547063,82578,KITCHEN METAL SIGN,2,3/20/2011 13:33,0.55,14769.0,United Kingdom
550785,17084J,LOVE POTION MASALA INCENSE,25,4/20/2011 14:02,0.21,15517.0,United Kingdom
538473,85152,HAND OVER THE CHOCOLATE   SIGN ,4,12/12/2010 12:35,2.1,13668.0,United Kingdom
550152,22302,COFFEE MUG PEARS  DESIGN,4,4/14/2011 14:43,2.55,17362.0,United Kingdom
572893,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,12,10/26/2011 14:36,1.25,18059.0,United Kingdom
577025,21098,CHRISTMAS TOILET ROLL,12,11/17/2011 12:54,1.25,16161.0,United Kingdom
555851,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,6/7/2011 13:37,0.85,13050.0,United Kingdom
546563,22911,PAPER CHAIN KIT LONDON,6,3/15/2011 10:49,2.95,15047.0,United Kingdom
578757,21429,RED GINGHAM ROSE JEWELLERY BOX,2,11/25/2011 11:41,1.95,12748.0,United Kingdom
578289,85053,FRENCH ENAMEL CANDLEHOLDER,4,11/23/2011 14:07,2.1,17841.0,United Kingdom
C578832,21972,SET OF 36 DINOSAUR PAPER DOILIES,-1,11/25/2011 15:18,1.45,13069.0,United Kingdom
577052,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,11/17/2011 14:08,4.25,17397.0,United Kingdom
551289,21746,SMALL RED RETROSPOT WINDMILL,96,4/27/2011 14:18,1.06,18226.0,United Kingdom
559552,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,2,7/10/2011 16:29,0.42,16014.0,United Kingdom
541784,22721,SET OF 3 CAKE TINS SKETCHBOOK,4,1/21/2011 12:37,4.95,17277.0,United Kingdom
563844,84600,NEW BAROQUE JEWELLERY BOX ,2,8/19/2011 14:04,7.95,17725.0,United Kingdom
566282,22158,3 HEARTS HANGING DECORATION RUSTIC,24,9/11/2011 14:29,2.95,15782.0,United Kingdom
567878,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,9/22/2011 14:42,1.45,16910.0,United Kingdom
575756,23322,LARGE WHITE HEART OF WICKER,1,11/11/2011 10:48,2.95,18118.0,United Kingdom
545231,22969,HOMEMADE JAM SCENTED CANDLES,12,3/1/2011 10:08,1.45,15194.0,United Kingdom
569367,22119,PEACE WOODEN BLOCK LETTERS,1,10/3/2011 15:28,6.95,13994.0,United Kingdom
580727,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,12/5/2011 17:17,2.46,14096.0,United Kingdom
539049,20719,WOODLAND CHARLOTTE BAG,10,12/15/2010 16:21,0.85,15615.0,United Kingdom
541524,22934,BAKING MOULD EASTER EGG WHITE CHOC,6,1/19/2011 10:49,2.95,17091.0,United Kingdom
563328,82578,KITCHEN METAL SIGN,1,8/15/2011 13:07,0.55,14606.0,United Kingdom
558470,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,6/29/2011 15:33,4.25,16801.0,United Kingdom
547496,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,3/23/2011 12:13,0.65,18075.0,United Kingdom
568176,85015,SET OF 12  VINTAGE POSTCARD SET,24,9/25/2011 13:25,0.65,12685.0,France
578270,22614,PACK OF 12 SPACEBOY TISSUES,1,11/23/2011 13:39,0.83,14096.0,United Kingdom
566631,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,9/14/2011 10:34,4.15,15622.0,United Kingdom
540399,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2,1/7/2011 9:23,4.65,14047.0,United Kingdom
550831,21955,DOORMAT UNION JACK GUNS AND ROSES,2,4/21/2011 10:29,7.95,13534.0,United Kingdom
563924,21916,SET 12 RETRO WHITE CHALK STICKS,4,8/21/2011 14:32,0.42,15984.0,United Kingdom
561694,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,7/29/2011 9:57,1.65,16147.0,United Kingdom
548698,22217,T-LIGHT HOLDER HANGING LACE,3,4/3/2011 10:55,1.25,18109.0,United Kingdom
574898,22382,LUNCH BAG SPACEBOY DESIGN ,20,11/7/2011 15:07,1.65,16242.0,United Kingdom
569423,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,10/4/2011 10:42,1.25,16882.0,United Kingdom
575583,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,11/10/2011 11:55,1.65,14456.0,United Kingdom
556415,85099B,JUMBO BAG RED RETROSPOT,50,6/10/2011 12:19,2.08,12409.0,Switzerland
571105,23398,HANGING HEART BONHEUR,2,10/13/2011 16:01,0.85,17614.0,United Kingdom
